"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","EMP","TOT","PC_WKGPOP","Q","2020-Q2",76.84844,
"NZL","EMP","TOT","PC_WKGPOP","Q","2020-Q3",76.10585,
"NZL","EMP","TOT","PC_WKGPOP","Q","2020-Q4",76.52039,
"NZL","EMP","TOT","PC_WKGPOP","Q","2021-Q1",77.11617,
"NZL","EMP","TOT","PC_WKGPOP","Q","2021-Q2",77.84718,
"NZL","EMP","TOT","PC_WKGPOP","Q","2021-Q3",79.10116,
"NZL","EMP","TOT","PC_WKGPOP","Q","2021-Q4",79.26727,
"NZL","EMP","TOT","PC_WKGPOP","Q","2022-Q1",79.10984,
"NZL","EMP","TOT","PC_WKGPOP","Q","2022-Q2",79.2183,
"NZL","EMP","TOT","PC_WKGPOP","Q","2022-Q3",80.12969,
"NZL","EMP","TOT","PC_WKGPOP","Q","2022-Q4",80.25785,
"NZL","EMP","TOT","PC_WKGPOP","Q","2023-Q1",80.36201,
"NZL","EMP","TOT","PC_WKGPOP","Q","2023-Q2",80.39118,
"NZL","EMP","TOT","PC_WKGPOP","Q","2023-Q3",79.79467,
"NOR","EMP","TOT","PC_WKGPOP","Q","2019-Q1",75.04692,
"NOR","EMP","TOT","PC_WKGPOP","Q","2019-Q2",75.33337,
"NOR","EMP","TOT","PC_WKGPOP","Q","2019-Q3",75.57523,
"NOR","EMP","TOT","PC_WKGPOP","Q","2019-Q4",75.23962,
"NOR","EMP","TOT","PC_WKGPOP","Q","2020-Q1",75.52915,
"NOR","EMP","TOT","PC_WKGPOP","Q","2020-Q2",74.36269,
"NOR","EMP","TOT","PC_WKGPOP","Q","2020-Q3",74.17213,
"NOR","EMP","TOT","PC_WKGPOP","Q","2020-Q4",74.60055,
"NOR","EMP","TOT","PC_WKGPOP","Q","2021-Q1",74.8847,
"NOR","EMP","TOT","PC_WKGPOP","Q","2021-Q2",75.98611,
"NOR","EMP","TOT","PC_WKGPOP","Q","2021-Q3",76.92081,
"NOR","EMP","TOT","PC_WKGPOP","Q","2021-Q4",77.392,
"NOR","EMP","TOT","PC_WKGPOP","Q","2022-Q1",77.85249,
"NOR","EMP","TOT","PC_WKGPOP","Q","2022-Q2",77.8077,
"NOR","EMP","TOT","PC_WKGPOP","Q","2022-Q3",77.71002,
"NOR","EMP","TOT","PC_WKGPOP","Q","2022-Q4",77.52653,
"NOR","EMP","TOT","PC_WKGPOP","Q","2023-Q1",77.24049,
"NOR","EMP","TOT","PC_WKGPOP","Q","2023-Q2",77.3922,
"POL","EMP","TOT","PC_WKGPOP","Q","2019-Q1",66.81823,
"POL","EMP","TOT","PC_WKGPOP","Q","2019-Q2",67.74899,
"POL","EMP","TOT","PC_WKGPOP","Q","2019-Q3",67.84679,
"POL","EMP","TOT","PC_WKGPOP","Q","2019-Q4",67.71274,
"POL","EMP","TOT","PC_WKGPOP","Q","2020-Q1",67.70321,
"POL","EMP","TOT","PC_WKGPOP","Q","2020-Q2",67.29468,
"POL","EMP","TOT","PC_WKGPOP","Q","2020-Q3",67.89141,
"POL","EMP","TOT","PC_WKGPOP","Q","2020-Q4",68.43622,
"POL","EMP","TOT","PC_WKGPOP","Q","2021-Q1",69.38984,
"POL","EMP","TOT","PC_WKGPOP","Q","2021-Q2",70.10421,
"POL","EMP","TOT","PC_WKGPOP","Q","2021-Q3",70.75173,
"POL","EMP","TOT","PC_WKGPOP","Q","2021-Q4",70.91529,
"POL","EMP","TOT","PC_WKGPOP","Q","2022-Q1",71.19512,
"POL","EMP","TOT","PC_WKGPOP","Q","2022-Q2",71.2944,
"POL","EMP","TOT","PC_WKGPOP","Q","2022-Q3",71.14265,
"POL","EMP","TOT","PC_WKGPOP","Q","2022-Q4",71.73232,
"POL","EMP","TOT","PC_WKGPOP","Q","2023-Q1",72.13653,
"POL","EMP","TOT","PC_WKGPOP","Q","2023-Q2",71.8876,
"PRT","EMP","TOT","PC_WKGPOP","Q","2019-Q1",69.61426,
"PRT","EMP","TOT","PC_WKGPOP","Q","2019-Q2",69.7673,
"PRT","EMP","TOT","PC_WKGPOP","Q","2019-Q3",70.15088,
"PRT","EMP","TOT","PC_WKGPOP","Q","2019-Q4",69.85361,
"PRT","EMP","TOT","PC_WKGPOP","Q","2020-Q1",69.57381,
"PRT","EMP","TOT","PC_WKGPOP","Q","2020-Q2",67.43667,
"PRT","EMP","TOT","PC_WKGPOP","Q","2020-Q3",68.11121,
"PRT","EMP","TOT","PC_WKGPOP","Q","2020-Q4",68.94842,
"PRT","EMP","TOT","PC_WKGPOP","Q","2021-Q1",68.63157,
"PRT","EMP","TOT","PC_WKGPOP","Q","2021-Q2",70.0582,
"PRT","EMP","TOT","PC_WKGPOP","Q","2021-Q3",70.86558,
"PRT","EMP","TOT","PC_WKGPOP","Q","2021-Q4",70.95547,
"PRT","EMP","TOT","PC_WKGPOP","Q","2022-Q1",71.68093,
"PRT","EMP","TOT","PC_WKGPOP","Q","2022-Q2",71.5518,
"PRT","EMP","TOT","PC_WKGPOP","Q","2022-Q3",71.89954,
"PRT","EMP","TOT","PC_WKGPOP","Q","2022-Q4",71.66492,
"PRT","EMP","TOT","PC_WKGPOP","Q","2023-Q1",71.81673,
"PRT","EMP","TOT","PC_WKGPOP","Q","2023-Q2",72.38449,
"SVK","EMP","TOT","PC_WKGPOP","Q","2019-Q1",70.62393,
"SVK","EMP","TOT","PC_WKGPOP","Q","2019-Q2",70.36148,
"SVK","EMP","TOT","PC_WKGPOP","Q","2019-Q3",70.43056,
"SVK","EMP","TOT","PC_WKGPOP","Q","2019-Q4",70.24036,
"SVK","EMP","TOT","PC_WKGPOP","Q","2020-Q1",70.09463,
"SVK","EMP","TOT","PC_WKGPOP","Q","2020-Q2",69.16485,
"SVK","EMP","TOT","PC_WKGPOP","Q","2020-Q3",69.31741,
"SVK","EMP","TOT","PC_WKGPOP","Q","2020-Q4",69.38248,
"SVK","EMP","TOT","PC_WKGPOP","Q","2021-Q1",68.12506,
"SVK","EMP","TOT","PC_WKGPOP","Q","2021-Q2",69.11366,
"SVK","EMP","TOT","PC_WKGPOP","Q","2021-Q3",70.03484,
"SVK","EMP","TOT","PC_WKGPOP","Q","2021-Q4",70.51203,
"SVK","EMP","TOT","PC_WKGPOP","Q","2022-Q1",70.79134,
"SVK","EMP","TOT","PC_WKGPOP","Q","2022-Q2",71.50953,
"SVK","EMP","TOT","PC_WKGPOP","Q","2022-Q3",71.37047,
"SVK","EMP","TOT","PC_WKGPOP","Q","2022-Q4",71.64417,
"SVK","EMP","TOT","PC_WKGPOP","Q","2023-Q1",71.58086,
"SVK","EMP","TOT","PC_WKGPOP","Q","2023-Q2",72.08301,
"ESP","EMP","TOT","PC_WKGPOP","Q","2019-Q1",63.00329,
"ESP","EMP","TOT","PC_WKGPOP","Q","2019-Q2",63.59224,
"ESP","EMP","TOT","PC_WKGPOP","Q","2019-Q3",63.28215,
"ESP","EMP","TOT","PC_WKGPOP","Q","2019-Q4",63.35347,
"ESP","EMP","TOT","PC_WKGPOP","Q","2020-Q1",62.67451,
"ESP","EMP","TOT","PC_WKGPOP","Q","2020-Q2",59.3508,
"ESP","EMP","TOT","PC_WKGPOP","Q","2020-Q3",60.67383,
"ESP","EMP","TOT","PC_WKGPOP","Q","2020-Q4",61.08115,
"ESP","EMP","TOT","PC_WKGPOP","Q","2021-Q1",61.22124,
"ESP","EMP","TOT","PC_WKGPOP","Q","2021-Q2",62.5013,
"ESP","EMP","TOT","PC_WKGPOP","Q","2021-Q3",63.37902,
"ESP","EMP","TOT","PC_WKGPOP","Q","2021-Q4",63.8891,
"ESP","EMP","TOT","PC_WKGPOP","Q","2022-Q1",64.10294,
"ESP","EMP","TOT","PC_WKGPOP","Q","2022-Q2",64.58621,
"ESP","EMP","TOT","PC_WKGPOP","Q","2022-Q3",64.54653,
"ESP","EMP","TOT","PC_WKGPOP","Q","2022-Q4",64.38895,
"ESP","EMP","TOT","PC_WKGPOP","Q","2023-Q1",64.65857,
"ESP","EMP","TOT","PC_WKGPOP","Q","2023-Q2",65.43542,
"SWE","EMP","TOT","PC_WKGPOP","Q","2019-Q1",76.70627,
"SWE","EMP","TOT","PC_WKGPOP","Q","2019-Q2",76.77686,
"SWE","EMP","TOT","PC_WKGPOP","Q","2019-Q3",76.45786,
"SWE","EMP","TOT","PC_WKGPOP","Q","2019-Q4",76.41675,
"SWE","EMP","TOT","PC_WKGPOP","Q","2020-Q1",75.83537,
"SWE","EMP","TOT","PC_WKGPOP","Q","2020-Q2",74.56883,
"SWE","EMP","TOT","PC_WKGPOP","Q","2020-Q3",74.44956,
"SWE","EMP","TOT","PC_WKGPOP","Q","2020-Q4",74.66454,
"SWE","EMP","TOT","PC_WKGPOP","Q","2021-Q1",74.44903,
"SWE","EMP","TOT","PC_WKGPOP","Q","2021-Q2",75.31976,
"SWE","EMP","TOT","PC_WKGPOP","Q","2021-Q3",75.64301,
"SWE","EMP","TOT","PC_WKGPOP","Q","2021-Q4",76.10316,
"SWE","EMP","TOT","PC_WKGPOP","Q","2022-Q1",76.59804,
"SWE","EMP","TOT","PC_WKGPOP","Q","2022-Q2",77.14918,
"SWE","EMP","TOT","PC_WKGPOP","Q","2022-Q3",77.36398,
"SWE","EMP","TOT","PC_WKGPOP","Q","2022-Q4",77.30975,
"SWE","EMP","TOT","PC_WKGPOP","Q","2023-Q1",77.56799,
"SWE","EMP","TOT","PC_WKGPOP","Q","2023-Q2",77.73667,
"CHE","EMP","TOT","PC_WKGPOP","Q","2019-Q1",80.21674,
"CHE","EMP","TOT","PC_WKGPOP","Q","2019-Q2",80.56333,
"CHE","EMP","TOT","PC_WKGPOP","Q","2019-Q3",80.44712,
"CHE","EMP","TOT","PC_WKGPOP","Q","2019-Q4",80.71161,
"CHE","EMP","TOT","PC_WKGPOP","Q","2020-Q1",80.61099,
"CHE","EMP","TOT","PC_WKGPOP","Q","2020-Q2",79.09505,
"CHE","EMP","TOT","PC_WKGPOP","Q","2020-Q3",79.76193,
"CHE","EMP","TOT","PC_WKGPOP","Q","2020-Q4",80.27194,
"CHE","EMP","TOT","PC_WKGPOP","Q","2021-Q1",79.01328,
"CHE","EMP","TOT","PC_WKGPOP","Q","2021-Q2",78.42769,
"CHE","EMP","TOT","PC_WKGPOP","Q","2021-Q3",79.45615,
"CHE","EMP","TOT","PC_WKGPOP","Q","2021-Q4",80.17235,
"CHE","EMP","TOT","PC_WKGPOP","Q","2022-Q1",79.53085,
"CHE","EMP","TOT","PC_WKGPOP","Q","2022-Q2",79.27021,
"CHE","EMP","TOT","PC_WKGPOP","Q","2022-Q3",79.34969,
"CHE","EMP","TOT","PC_WKGPOP","Q","2022-Q4",79.6957,
"CHE","EMP","TOT","PC_WKGPOP","Q","2023-Q1",80.09088,
"CHE","EMP","TOT","PC_WKGPOP","Q","2023-Q2",80.65765,
"TUR","EMP","TOT","PC_WKGPOP","Q","2019-Q1",50.54081,
"TUR","EMP","TOT","PC_WKGPOP","Q","2019-Q2",50.27637,
"TUR","EMP","TOT","PC_WKGPOP","Q","2019-Q3",50.05465,
"TUR","EMP","TOT","PC_WKGPOP","Q","2019-Q4",50.26246,
"TUR","EMP","TOT","PC_WKGPOP","Q","2020-Q1",48.82534,
"TUR","EMP","TOT","PC_WKGPOP","Q","2020-Q2",45.70124,
"TUR","EMP","TOT","PC_WKGPOP","Q","2020-Q3",47.78268,
"TUR","EMP","TOT","PC_WKGPOP","Q","2020-Q4",47.76472,
"TUR","EMP","TOT","PC_WKGPOP","Q","2021-Q1",49.15507,
"TUR","EMP","TOT","PC_WKGPOP","Q","2021-Q2",49.54257,
"TUR","EMP","TOT","PC_WKGPOP","Q","2021-Q3",50.74436,
"TUR","EMP","TOT","PC_WKGPOP","Q","2021-Q4",51.57916,
"TUR","EMP","TOT","PC_WKGPOP","Q","2022-Q1",51.96622,
"TUR","EMP","TOT","PC_WKGPOP","Q","2022-Q2",52.80938,
"TUR","EMP","TOT","PC_WKGPOP","Q","2022-Q3",52.78106,
"TUR","EMP","TOT","PC_WKGPOP","Q","2022-Q4",53.77618,
"TUR","EMP","TOT","PC_WKGPOP","Q","2023-Q1",53.80708,
"TUR","EMP","TOT","PC_WKGPOP","Q","2023-Q2",53.56366,
"GBR","EMP","TOT","PC_WKGPOP","Q","2019-Q1",76.05743,
"GBR","EMP","TOT","PC_WKGPOP","Q","2019-Q2",76.1029,
"GBR","EMP","TOT","PC_WKGPOP","Q","2019-Q3",76.04663,
"GBR","EMP","TOT","PC_WKGPOP","Q","2019-Q4",76.47201,
"GBR","EMP","TOT","PC_WKGPOP","Q","2020-Q1",76.32597,
"GBR","EMP","TOT","PC_WKGPOP","Q","2020-Q2",75.71138,
"GBR","EMP","TOT","PC_WKGPOP","Q","2020-Q3",74.92329,
"GBR","EMP","TOT","PC_WKGPOP","Q","2020-Q4",74.57873,
"GBR","EMP","TOT","PC_WKGPOP","Q","2021-Q1",74.67038,
"GBR","EMP","TOT","PC_WKGPOP","Q","2021-Q2",75.01875,
"GBR","EMP","TOT","PC_WKGPOP","Q","2021-Q3",75.33553,
"GBR","EMP","TOT","PC_WKGPOP","Q","2021-Q4",75.4696,
"GBR","EMP","TOT","PC_WKGPOP","Q","2022-Q1",75.62624,
"GBR","EMP","TOT","PC_WKGPOP","Q","2022-Q2",75.51773,
"GBR","EMP","TOT","PC_WKGPOP","Q","2022-Q3",75.47619,
"GBR","EMP","TOT","PC_WKGPOP","Q","2022-Q4",75.62912,
"GBR","EMP","TOT","PC_WKGPOP","Q","2023-Q1",75.87716,
"GBR","EMP","TOT","PC_WKGPOP","Q","2023-Q2",75.73028,
"USA","EMP","TOT","PC_WKGPOP","Q","2019-Q1",71.04366,
"USA","EMP","TOT","PC_WKGPOP","Q","2019-Q2",71.17416,
"USA","EMP","TOT","PC_WKGPOP","Q","2019-Q3",71.46662,
"USA","EMP","TOT","PC_WKGPOP","Q","2019-Q4",71.71152,
"USA","EMP","TOT","PC_WKGPOP","Q","2020-Q1",71.371,
"USA","EMP","TOT","PC_WKGPOP","Q","2020-Q2",62.39488,
"USA","EMP","TOT","PC_WKGPOP","Q","2020-Q3",66.38037,
"USA","EMP","TOT","PC_WKGPOP","Q","2020-Q4",67.88529,
"USA","EMP","TOT","PC_WKGPOP","Q","2021-Q1",68.39278,
"USA","EMP","TOT","PC_WKGPOP","Q","2021-Q2",68.90335,
"USA","EMP","TOT","PC_WKGPOP","Q","2021-Q3",69.75758,
"USA","EMP","TOT","PC_WKGPOP","Q","2021-Q4",70.55584,
"USA","EMP","TOT","PC_WKGPOP","Q","2022-Q1",70.97579,
"USA","EMP","TOT","PC_WKGPOP","Q","2022-Q2",71.27409,
"USA","EMP","TOT","PC_WKGPOP","Q","2022-Q3",71.39587,
"USA","EMP","TOT","PC_WKGPOP","Q","2022-Q4",71.39834,
"USA","EMP","TOT","PC_WKGPOP","Q","2023-Q1",71.78157,
"USA","EMP","TOT","PC_WKGPOP","Q","2023-Q2",71.9695,
"USA","EMP","TOT","PC_WKGPOP","Q","2023-Q3",72.02103,
"CHL","EMP","TOT","PC_WKGPOP","Q","2019-Q1",63.70275,
"CHL","EMP","TOT","PC_WKGPOP","Q","2019-Q2",64.26729,
"CHL","EMP","TOT","PC_WKGPOP","Q","2019-Q3",64.52708,
"CHL","EMP","TOT","PC_WKGPOP","Q","2019-Q4",63.87756,
"CHL","EMP","TOT","PC_WKGPOP","Q","2020-Q1",63.16899,
"CHL","EMP","TOT","PC_WKGPOP","Q","2020-Q2",51.24503,
"CHL","EMP","TOT","PC_WKGPOP","Q","2020-Q3",52.61997,
"CHL","EMP","TOT","PC_WKGPOP","Q","2020-Q4",56.37878,
"CHL","EMP","TOT","PC_WKGPOP","Q","2021-Q1",57.373,
"CHL","EMP","TOT","PC_WKGPOP","Q","2021-Q2",57.07974,
"CHL","EMP","TOT","PC_WKGPOP","Q","2021-Q3",59.10171,
"CHL","EMP","TOT","PC_WKGPOP","Q","2021-Q4",60.32909,
"CHL","EMP","TOT","PC_WKGPOP","Q","2022-Q1",61.5216,
"CHL","EMP","TOT","PC_WKGPOP","Q","2022-Q2",62.10888,
"CHL","EMP","TOT","PC_WKGPOP","Q","2022-Q3",62.13083,
"CHL","EMP","TOT","PC_WKGPOP","Q","2022-Q4",61.96186,
"CHL","EMP","TOT","PC_WKGPOP","Q","2023-Q1",62.34045,
"CHL","EMP","TOT","PC_WKGPOP","Q","2023-Q2",63.12573,
"CHL","EMP","TOT","PC_WKGPOP","Q","2023-Q3",62.85963,
"EST","EMP","TOT","PC_WKGPOP","Q","2019-Q1",74.24801,
"EST","EMP","TOT","PC_WKGPOP","Q","2019-Q2",74.38496,
"EST","EMP","TOT","PC_WKGPOP","Q","2019-Q3",75.70055,
"EST","EMP","TOT","PC_WKGPOP","Q","2019-Q4",76.10062,
"EST","EMP","TOT","PC_WKGPOP","Q","2020-Q1",74.79657,
"EST","EMP","TOT","PC_WKGPOP","Q","2020-Q2",72.20338,
"EST","EMP","TOT","PC_WKGPOP","Q","2020-Q3",73.26637,
"EST","EMP","TOT","PC_WKGPOP","Q","2020-Q4",73.71114,
"EST","EMP","TOT","PC_WKGPOP","Q","2021-Q1",73.54137,
"EST","EMP","TOT","PC_WKGPOP","Q","2021-Q2",72.8947,
"EST","EMP","TOT","PC_WKGPOP","Q","2021-Q3",74.44382,
"EST","EMP","TOT","PC_WKGPOP","Q","2021-Q4",75.11024,
"EST","EMP","TOT","PC_WKGPOP","Q","2022-Q1",76.30383,
"EST","EMP","TOT","PC_WKGPOP","Q","2022-Q2",76.17564,
"EST","EMP","TOT","PC_WKGPOP","Q","2022-Q3",76.33518,
"EST","EMP","TOT","PC_WKGPOP","Q","2022-Q4",76.84142,
"EST","EMP","TOT","PC_WKGPOP","Q","2023-Q1",76.49272,
"EST","EMP","TOT","PC_WKGPOP","Q","2023-Q2",76.5537,
"ISR","EMP","TOT","PC_WKGPOP","Q","2019-Q1",69.25401,
"ISR","EMP","TOT","PC_WKGPOP","Q","2019-Q2",69.01047,
"ISR","EMP","TOT","PC_WKGPOP","Q","2019-Q3",68.80279,
"ISR","EMP","TOT","PC_WKGPOP","Q","2019-Q4",68.62926,
"ISR","EMP","TOT","PC_WKGPOP","Q","2020-Q1",68.53218,
"ISR","EMP","TOT","PC_WKGPOP","Q","2020-Q2",66.64864,
"ISR","EMP","TOT","PC_WKGPOP","Q","2020-Q3",66.12542,
"ISR","EMP","TOT","PC_WKGPOP","Q","2020-Q4",65.83088,
"ISR","EMP","TOT","PC_WKGPOP","Q","2021-Q1",65.28133,
"ISR","EMP","TOT","PC_WKGPOP","Q","2021-Q2",65.714,
"ISR","EMP","TOT","PC_WKGPOP","Q","2021-Q3",67.12276,
"ISR","EMP","TOT","PC_WKGPOP","Q","2021-Q4",68.26851,
"ISR","EMP","TOT","PC_WKGPOP","Q","2022-Q1",69.0685,
"ISR","EMP","TOT","PC_WKGPOP","Q","2022-Q2",69.07442,
"ISR","EMP","TOT","PC_WKGPOP","Q","2022-Q3",69.54559,
"ISR","EMP","TOT","PC_WKGPOP","Q","2022-Q4",69.03702,
"ISR","EMP","TOT","PC_WKGPOP","Q","2023-Q1",70.17688,
"ISR","EMP","TOT","PC_WKGPOP","Q","2023-Q2",70.17545,
"ISR","EMP","TOT","PC_WKGPOP","Q","2023-Q3",69.99854,
"SVN","EMP","TOT","PC_WKGPOP","Q","2019-Q1",71.3707,
"SVN","EMP","TOT","PC_WKGPOP","Q","2019-Q2",71.8536,
"SVN","EMP","TOT","PC_WKGPOP","Q","2019-Q3",71.04496,
"SVN","EMP","TOT","PC_WKGPOP","Q","2019-Q4",70.91153,
"SVN","EMP","TOT","PC_WKGPOP","Q","2020-Q1",71.33343,
"SVN","EMP","TOT","PC_WKGPOP","Q","2020-Q2",69.37788,
"SVN","EMP","TOT","PC_WKGPOP","Q","2020-Q3",69.48947,
"SVN","EMP","TOT","PC_WKGPOP","Q","2020-Q4",70.07561,
"SVN","EMP","TOT","PC_WKGPOP","Q","2021-Q1",69.00964,
"SVN","EMP","TOT","PC_WKGPOP","Q","2021-Q2",71.67484,
"SVN","EMP","TOT","PC_WKGPOP","Q","2021-Q3",72.76155,
"SVN","EMP","TOT","PC_WKGPOP","Q","2021-Q4",72.32367,
"SVN","EMP","TOT","PC_WKGPOP","Q","2022-Q1",73.16875,
"SVN","EMP","TOT","PC_WKGPOP","Q","2022-Q2",73.01576,
"SVN","EMP","TOT","PC_WKGPOP","Q","2022-Q3",73.39708,
"SVN","EMP","TOT","PC_WKGPOP","Q","2022-Q4",72.93623,
"SVN","EMP","TOT","PC_WKGPOP","Q","2023-Q1",72.04592,
"SVN","EMP","TOT","PC_WKGPOP","Q","2023-Q2",72.95356,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2019-Q1",42.59087,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2019-Q2",42.25592,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2019-Q3",42.49841,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2019-Q4",42.49647,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2020-Q1",42.27786,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2020-Q2",36.02471,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2020-Q3",37.51429,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2020-Q4",38.33598,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2021-Q1",38.12766,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2021-Q2",37.56415,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2021-Q3",35.97744,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2021-Q4",36.46494,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2022-Q1",37.34656,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2022-Q2",38.59439,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2022-Q3",39.13844,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2022-Q4",39.38668,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2023-Q1",39.98643,
"ZAF","EMP","TOT","PC_WKGPOP","Q","2023-Q2",40.02247,
"OECD","EMP","TOT","PC_WKGPOP","Q","2019-Q1",68.57632,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2019-Q2",68.79404,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2019-Q3",68.79151,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2019-Q4",68.89825,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2020-Q1",68.47854,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2020-Q2",63.48402,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2020-Q3",65.56512,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2020-Q4",66.52081,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2021-Q1",66.69384,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2021-Q2",67.37846,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2021-Q3",68.09995,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2021-Q4",68.56245,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2022-Q1",68.95514,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2022-Q2",69.42185,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2022-Q3",69.4561,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2022-Q4",69.59667,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2023-Q1",69.88156,"E"
"OECD","EMP","TOT","PC_WKGPOP","Q","2023-Q2",70.07087,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2019-Q1",71.78821,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2019-Q2",71.97466,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2019-Q3",72.08916,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2019-Q4",72.28299,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2020-Q1",71.89781,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2020-Q2",67.09546,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2020-Q3",69.10026,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2020-Q4",69.96661,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2021-Q1",70.19943,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2021-Q2",70.71074,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2021-Q3",71.42297,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2021-Q4",71.90479,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2022-Q1",72.16161,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2022-Q2",72.49284,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2022-Q3",72.55859,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2022-Q4",72.65487,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2023-Q1",72.90317,"E"
"G-7","EMP","TOT","PC_WKGPOP","Q","2023-Q2",73.07267,"E"
"EA19","EMP","TOT","PC_WKGPOP","Q","2019-Q1",68.38376,
"EA19","EMP","TOT","PC_WKGPOP","Q","2019-Q2",68.80391,
"EA19","EMP","TOT","PC_WKGPOP","Q","2019-Q3",68.45719,
"EA19","EMP","TOT","PC_WKGPOP","Q","2019-Q4",68.52146,
"EA19","EMP","TOT","PC_WKGPOP","Q","2020-Q1",68.27487,
"EA19","EMP","TOT","PC_WKGPOP","Q","2020-Q2",66.66386,
"EA19","EMP","TOT","PC_WKGPOP","Q","2020-Q3",66.81556,
"EA19","EMP","TOT","PC_WKGPOP","Q","2020-Q4",67.12833,
"EA19","EMP","TOT","PC_WKGPOP","Q","2021-Q1",66.72738,
"EA19","EMP","TOT","PC_WKGPOP","Q","2021-Q2",67.73828,
"EA19","EMP","TOT","PC_WKGPOP","Q","2021-Q3",68.31355,
"EA19","EMP","TOT","PC_WKGPOP","Q","2021-Q4",68.79396,
"EA19","EMP","TOT","PC_WKGPOP","Q","2022-Q1",69.30858,
"EA19","EMP","TOT","PC_WKGPOP","Q","2022-Q2",69.60447,
"EA19","EMP","TOT","PC_WKGPOP","Q","2022-Q3",69.43121,
"EA19","EMP","TOT","PC_WKGPOP","Q","2022-Q4",69.59135,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q1",65.57774,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q2",66.26749,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q3",64.97819,
"COL","EMP","TOT","PC_WKGPOP","Q","2019-Q4",64.66629,
"COL","EMP","TOT","PC_WKGPOP","Q","2020-Q1",63.12635,
"COL","EMP","TOT","PC_WKGPOP","Q","2020-Q2",52.19891,
"COL","EMP","TOT","PC_WKGPOP","Q","2020-Q3",56.4122,
"COL","EMP","TOT","PC_WKGPOP","Q","2020-Q4",59.61519,
"COL","EMP","TOT","PC_WKGPOP","Q","2021-Q1",57.21322,
"COL","EMP","TOT","PC_WKGPOP","Q","2021-Q2",57.66805,
"COL","EMP","TOT","PC_WKGPOP","Q","2021-Q3",58.30333,
"COL","EMP","TOT","PC_WKGPOP","Q","2021-Q4",58.21982,
"COL","EMP","TOT","PC_WKGPOP","Q","2022-Q1",60.77066,
"COL","EMP","TOT","PC_WKGPOP","Q","2022-Q2",62.40928,
"COL","EMP","TOT","PC_WKGPOP","Q","2022-Q3",62.11344,
"COL","EMP","TOT","PC_WKGPOP","Q","2022-Q4",61.07608,
"COL","EMP","TOT","PC_WKGPOP","Q","2023-Q1",62.32499,
